id,name,location,city,state,interchange_railroads,capacity,hazmat_suited,rail_services,facility_types,track_types,about,url,scraped_at
741,Fairfield Southern Company,"Fairfield, AL",Fairfield,AL,"CSX, NS",100 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Recertification","Plant/Mining Site, Repair Shop, Short Line, Storage Yard","FILO, Ladder, Loop","Fairfield Southern Company is a contract in-plant service provider operating within US Steel’s Fairfield Operations at Fairfield, AL directly supporting Fairfield Works manufacturing operations. Fairfield Operations custom creates seamless steel casing and seamless steel line and standard pipe to meet customers’ specifications.",https://www.commtrex.com/railcar-storage/location/741.html,2026-02-10T02:10:12.877764
712,Birmingham Terminal Railway,"Fairfield, AL",Fairfield,AL,"BNSF, CSX, NS",700 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair","Short Line, Storage Yard",Ladder,"Class I Interchange Points
BNSF @ Birmingham, AL
CSXT @ Ensley (Fairfield), AL
NS @ Ensley (Fairfield), AL",https://www.commtrex.com/railcar-storage/location/712.html,2026-02-10T02:10:15.561882
669,IWS #1,"Tuscaloosa, AL",Tuscaloosa,AL,KCS,300 total spaces,No,none provided,"Plant/Mining Site, Repair Shop, Short Line, Storage Yard",none provided,"This is a 95,000 square foot warehouse connected to our rail spur which has 6 rail doors.",https://www.commtrex.com/railcar-storage/location/669.html,2026-02-10T02:10:18.053399
670,IWS #3,"Tuscaloosa, AL",Tuscaloosa,AL,KCS,150 total spaces,No,none provided,"Plant/Mining Site, Repair Shop, Short Line, Storage Yard",none provided,"This is a 50,000 square foot warehouse located on our rail spur with 3 rail doors.",https://www.commtrex.com/railcar-storage/location/670.html,2026-02-10T02:10:20.488135
558,Sylacauga Alabama,"Sylacauga, AL",Sylacauga,AL,"CSX, NS",40 total spaces,Yes,none provided,Plant/Mining Site,Ladder,New rail siding have room to lease storage,https://www.commtrex.com/railcar-storage/location/558.html,2026-02-10T02:10:22.968159
540,GRS Dothan,"Dothan, AL",Dothan,AL,"CSX, NS",100 total spaces,No,"Cherry Picking, Painting, Railcar Repair",Repair Shop,"FILO, Ladder",,https://www.commtrex.com/railcar-storage/location/540.html,2026-02-10T02:10:25.479916
483,HMCR Tanner Branch,"Tanner, AL",Tanner,AL,CSX,100 total spaces,Yes,Cherry Picking,Plant/Mining Site,Ladder,CSX served. Transloading spots available.,https://www.commtrex.com/railcar-storage/location/483.html,2026-02-10T02:10:27.973427
401,Eco-Vac Rail Car Services,"Gadsden, AL",Gadsden,AL,NS,700 total spaces,Yes,"Cherry Picking, Cleaning",Storage Yard,none provided,Typically we can fit around 700 rail cars on site but  unfortunately we do not have any storage available at the moment. We clean a wide range of products are prepared to handle your cleaning needs.,https://www.commtrex.com/railcar-storage/location/401.html,2026-02-10T02:10:30.574820
338,"Chattahoochee Bay Railroad, Inc.","Dothan, AL",Dothan,AL,CN,-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/338.html,2026-02-10T02:10:33.080801
355,Huntsville & Madison County Railroad Authority,"Huntsville, AL",Huntsville,AL,NS,400 total spaces,Yes,Cherry Picking,Short Line,"FILO, Ladder","We have 30+ truck to rail transload spots in Huntsville, AL.",https://www.commtrex.com/railcar-storage/location/355.html,2026-02-10T02:10:35.614816
263,Mississippi Central Railroad (MSCI),"Red Bay, AL",Red Bay,AL,"BNSF, NS",500 total spaces,Yes,Cherry Picking,Short Line,FILO,Ideal storage location for unit trains.,https://www.commtrex.com/railcar-storage/location/263.html,2026-02-10T02:10:38.074029
119,"Pegasus National, Inc. Universal Railway, Inc.","Birmingham, AL",Birmingham,AL,"BNSF, CSX, NS",160 total spaces,Yes,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Plant/Mining Site, Repair Shop, Storage Yard",Ladder,"Pegasus National - Universal Railway Terminal
* BNSF / CSX / NS [upgrade] Tri-Served Private Terminal 
* 170 Railcar Capacity
* Transloading: Bulk, Steel, Lumber, HazMat, Petroleum Products
* Railcar Dismantling
* Railcar Cleaning 
* Trackmobile 4650 Railcar Mover
* Bulk Unloading Pit [Conveyor/Skid Steer/Loader]
* Indoor Transloading / Railcar Repair Buildings [14 Railcar Capacity]
* 6-Day Per Week Switch
* Unit-Train Certified
* Fencing / Lighting / Video Surveillance",https://www.commtrex.com/railcar-storage/location/119.html,2026-02-10T02:10:40.594623
120,Bessie Junction,"Adamsville, AL",Adamsville,AL,"BNSF, NS",120 total spaces,Yes,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning",Plant/Mining Site,"Ladder, Loop","800-Acre Former Mine Site 
NS/BNSF Access [Greenfield]
Barge Access - Black Warrior River - Locust Fork Access to Tombigbee and Port of Mobile, AL
Former Underground Mine - Underground Gas Storage Available 
Interstate 22 Access
Red Rock Quarry
Metals Reclamation Site
Adjacent to Southern Company - Miller Steam Plant [Major PRB Coal Destination]
Access to 25,000GT/day Landfill Permitted for 48 USA States",https://www.commtrex.com/railcar-storage/location/120.html,2026-02-10T02:10:43.122582
61,Eastern Alabama Railway,"Sylacauga, AL",Sylacauga,AL,"CSX, NS",1 total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/61.html,2026-02-10T02:10:45.596014
64,"Alabama & Tennessee River Railway, LLC","Gadsden, AL",Gadsden,AL,"CSX, NS",400 total spaces,Yes,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Repair Shop, Short Line, Storage Yard","FILO, Ladder","Notwithstanding the foregoing, Railroad, at its sole discretion, may or may not allow the switching of specific railcar numbers out of storage.

Hazmat combustible & flammable storage may require local authorities approval.",https://www.commtrex.com/railcar-storage/location/64.html,2026-02-10T02:10:48.068111
48,Alabama & Gulf Coast Railway,"Monroeville, AL",Monroeville,AL,"BNSF, CN, CSX, NS",130 total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/48.html,2026-02-10T02:10:50.568116
37,Arkansas Midland Railroad,"Helena, AR",Helena,AR,"BNSF, UP",128 total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/37.html,2026-02-10T02:10:53.019954
230,Fort Smith Railroad (FSR),"Fort Smith, AR",Fort Smith,AR,"KCS, UP",800 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair","Repair Shop, Short Line",none provided,Great storage location with multiple options for single cars or unit trains.,https://www.commtrex.com/railcar-storage/location/230.html,2026-02-10T02:10:55.454303
199,Arkansas & Missouri Railroad,"Springdale, AR",Springdale,AR,UP,305 total spaces,Yes,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/199.html,2026-02-10T02:10:57.900695
348,Fordyce & Princeton Railroad,"Crossett, AR",Crossett,AR,UP,-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/348.html,2026-02-10T02:11:00.386079
331,"Arkansas, Louisiana & Mississippi Railway","Crossett, AR",Crossett,AR,"KCS, UP",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/331.html,2026-02-10T02:11:02.852989
333,Bauxite & Northern Railway Co.,"Bryant, AR",Bryant,AR,UP,-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/333.html,2026-02-10T02:11:05.279791
364,"Little Rock & Western Railway, L.P.","Alexander, AR",Alexander,AR,"BNSF, UP",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/364.html,2026-02-10T02:11:07.728120
676,West Memphis Railroad,"West Memphis, AR",West Memphis,AR,UP,100 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Repair Shop, Short Line, Storage Yard","FILO, Ladder","Jaguar Transport is a multi-commodity logistic company specializing in railroad, transloading, warehousing, and supply chain logistics.  We are willing to partner and invest with new and existing customers to assist with capital and logistics with a ""Can Do Attitude"" to bring value and solutions to our business partners.",https://www.commtrex.com/railcar-storage/location/676.html,2026-02-10T02:11:10.208018
711,Arkansas Southern Railroad,"Nashville, AR",Nashville,AR,"KCS, UP",270 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard","FILO, Ladder","Class I Interchange Points
KCS @ Ashdown, AR
KCS @ Heavener, OK
UP @ Nashville, AR",https://www.commtrex.com/railcar-storage/location/711.html,2026-02-10T02:11:12.652435
601,Arizona Eastern Railway,"Claypool, AZ",Claypool,AZ,UP,50 total spaces,Yes,none provided,"Repair Shop, Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/601.html,2026-02-10T02:11:15.158240
329,Arizona & California Railroad,"Parker, AZ",Parker,AZ,BNSF,-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/329.html,2026-02-10T02:11:17.698916
391,Schellville CA Storage Facility,"Schellville, CA",Schellville,CA,UP,200 total spaces,Yes,Cherry Picking,Storage Yard,Ladder,"Great location to serve the bay area of San Francisco.  200 storage spaces, Ladder tracks, cherry picking available, outdoor storage",https://www.commtrex.com/railcar-storage/location/391.html,2026-02-10T02:11:20.325574
392,Novato CA Storage Facility,"Novato, CA",Novato,CA,UP,70 total spaces,No,Cherry Picking,Storage Yard,Ladder,"70 car spaces, ladder tracks, cherry picking available, outdoor storage",https://www.commtrex.com/railcar-storage/location/392.html,2026-02-10T02:11:22.983189
384,San Diego & Imperial Valley Railroad,"San Diego, CA",San Diego,CA,BNSF,-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/384.html,2026-02-10T02:11:25.510263
39,California Northern,"Woodland, CA",Woodland,CA,UP,800 total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/39.html,2026-02-10T02:11:28.036296
43,San Joaquin Valley Railroad,"Exeter, CA",Exeter,CA,"BNSF, UP",800 total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/43.html,2026-02-10T02:11:30.537565
80,"Stockton Terminal & Eastern Railroad, LLC","Stockton, CA",Stockton,CA,"BNSF, UP",300 total spaces,No,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Short Line, Storage Yard","FILO, Ladder","Notwithstanding the foregoing, Railroad, at its sole discretion, may or may not allow the switching of specific railcar numbers out of storage.

Hazmat combustible & flammable storage may require local authorities approval.",https://www.commtrex.com/railcar-storage/location/80.html,2026-02-10T02:11:33.077037
72,"Great Western Railway of Colorado, LLC","Windsor, CO",Windsor,CO,"BNSF, UP",500 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Recertification","Short Line, Storage Yard","FILO, Ladder","Notwithstanding the foregoing, Railroad, at its sole discretion, may or may not allow the switching of specific railcar numbers out of storage.

Hazmat combustible & flammable storage may require local authorities approval.",https://www.commtrex.com/railcar-storage/location/72.html,2026-02-10T02:11:35.562463
516,"Carr, CO","Carr, CO",Carr,CO,UP,100 total spaces,Yes,Cherry Picking,"Plant/Mining Site, Storage Yard","Ladder, Loop",LG Everist's Carr location is an inactive gravel mine with storage track available. We also offer in plant switching.,https://www.commtrex.com/railcar-storage/location/516.html,2026-02-10T02:11:38.042754
589,Denver CO,"Denver, CO",Denver,CO,"BNSF, UP","130,000 total spaces",No,none provided,Storage Yard,none provided,,https://www.commtrex.com/railcar-storage/location/589.html,2026-02-10T02:11:40.540003
642,CXRG Blanca Yard,"Blanca, CO",Blanca,CO,"BNSF, UP",300 total spaces,No,Cherry Picking,Storage Yard,Ladder,Six track storage yard,https://www.commtrex.com/railcar-storage/location/642.html,2026-02-10T02:11:43.071076
640,CXRG East Yard,"Alamosa, CO",Alamosa,CO,"BNSF, UP",500 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Repair, Stripe Aligning",Storage Yard,Ladder,Primary location for short term storage on SLRG,https://www.commtrex.com/railcar-storage/location/640.html,2026-02-10T02:11:45.521113
530,"Omaha Track - Eaton, CO","Eaton, CO",Eaton,CO,UP,200 total spaces,Yes,Cherry Picking,Storage Yard,"FILO, Ladder","Omaha Track has been providing rail based services for over 35 years. Our Eaton, CO Industrial Park boasts 7 DOW service with Union Pacific, 2 locomotives for inter-park switching, 50,000’ of track and powered switch access to Union Pacific’s mainline between Cheyenne and Denver.",https://www.commtrex.com/railcar-storage/location/530.html,2026-02-10T02:11:47.937785
559,Twin Eagle Sand Logistics - Evans,"Evans, CO",Evans,CO,UP,150 total spaces,No,Cherry Picking,Storage Yard,Ladder,150 car spot available for railcar storage or third party transloading or railcar cleaning.  Traditionally a frac sand transloading facility.,https://www.commtrex.com/railcar-storage/location/559.html,2026-02-10T02:11:50.580673
562,Windsor,"Windsor, CO",Windsor,CO,"BNSF, UP",35 total spaces,No,Cherry Picking,Short Line,FILO,This is primarily a transload facility servied by the Great Western Railroad in Windsor Colorado. It has 3 tracks able to hold 10-10-15 cars.,https://www.commtrex.com/railcar-storage/location/562.html,2026-02-10T02:11:53.080782
563,Lucerne,"Lucerne, CO",Lucerne,CO,UP,30 total spaces,No,Cherry Picking,none provided,FILO,This is primarily a transload facility,https://www.commtrex.com/railcar-storage/location/563.html,2026-02-10T02:11:55.527248
565,CXRG Car Shop,"Alamosa, CO",Alamosa,CO,"BNSF, UP",100 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Stripe Aligning","Repair Shop, Short Line, Storage Yard",Ladder,"Short line railroad with mechanical staff, heated indoor shop facility with space for 9 locomotives or railcars on 3 tracks.",https://www.commtrex.com/railcar-storage/location/565.html,2026-02-10T02:11:57.935412
771,"GWR Windsor, CO Hazmat, Loaded, and Empty Storage Railcar Storage FacilityVerified","Windsor, CO",Windsor,CO,"BNSF, UP",85 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Repair",Storage Yard,Ladder,"Located on the Great Western Railway with dual 
rail access to UP and BNSF
• 85 railcar storage spots with dedicated tracks
• Loaded & empty car storage
• Destination storage or Storage-in-Transit
• Hazmat capable
• Industrial Outdoor Storage (54 AC total site)
• Secure (gated/fenced/lit) 
• Foreign Trade Zone",https://www.commtrex.com/railcar-storage/location/771.html,2026-02-10T02:12:00.436021
442,Delmarva Central Railroad (DCR),"Harrington, DE",Harrington,DE,NS,500 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard","FILO, Ladder",,https://www.commtrex.com/railcar-storage/location/442.html,2026-02-10T02:12:02.936963
347,First Coast Railroad,"Fernandina Beach, FL",Fernandina Beach,FL,CSX,-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/347.html,2026-02-10T02:12:05.474304
63,AN Railway,"Port St. Joe, FL",Port St. Joe,FL,CSX,30 total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/63.html,2026-02-10T02:12:07.980097
60,Bay Line Railroad,"Panama City, FL",Panama City,FL,CSX,167 total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/60.html,2026-02-10T02:12:10.476014
734,Jacksonville Port Terminal Railroad,"Jacksonville, FL",Jacksonville,FL,"CSX, NS",80 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard",Ladder,"Class I Interchange Points
CSXT @ Jacksonville, FL
NS @ Jacksonville, FL",https://www.commtrex.com/railcar-storage/location/734.html,2026-02-10T02:12:12.908088
737,"WARECO - Waresboro, GA","Waresboro, GA",Waresboro,GA,CSX,"1,350 total spaces",Yes,"Cherry Picking, Cleaning",Storage Yard,"FILO, Ladder","About Us
COMMITTED TO EXCELLENCE
St. Mary’s Railway West LLC.(SMW) is a privately owned and operated Class III Short Line Railroad, located in the Heart of South East Georgia, servicing customers from all over the United States and Canada by providing safe storage for idle and/or under-utilized railcars and locomotives. 

St. Mary’s Railway West's close proximity to the ""CSX Rice Yard” in Waycross, GA, one of the largest CSX Classification Hump Yards, provides easy access to our railcar storage facility.

We are served daily by our Class I partner. Our guaranteed 24 – 72 hours or faster delivery time frame, from initial request to delivery of requested railcars to the CSX interchange, plus our ability to provide customized and personalized services are only some of the many advantages, when storing your equipment with us.

While in storage, St. Mary's Railway is able to offer a variety of additional services, e.g, state of the art food grade railcar cleaning (coming soon) and repair services by St. Mary's RRA, Coastal Railcar Services LLC., thus making our facility the perfect one-stop service solution.

St. Mary’s Railway prides itself to provide services with utmost attention to detail to our diversified client base.",https://www.commtrex.com/railcar-storage/location/737.html,2026-02-10T02:12:15.456119
613,Heart of Georgia Railroad,"Americus, GA",Americus,GA,"CSX, NS",300 total spaces,Yes,none provided,"Repair Shop, Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/613.html,2026-02-10T02:12:17.997051
62,Columbus & Chattahoochee Railroad,"Columbus, GA",Columbus,GA,NS,100 total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/62.html,2026-02-10T02:12:20.485458
69,"Fulton County Railway, LLC","Atlanta, GA",Atlanta,GA,CSX,200 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Short Line, Storage Yard","FILO, Ladder","Notwithstanding the foregoing, Railroad, at its sole discretion, may or may not allow the switching of specific railcar numbers out of storage.

Hazmat combustible & flammable storage may require local authorities approval.",https://www.commtrex.com/railcar-storage/location/69.html,2026-02-10T02:12:22.951514
70,"Georgia & Florida Railway, LLC","Albany, GA",Albany,GA,"CSX, NS",350 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Short Line, Storage Yard","FILO, Ladder","Notwithstanding the foregoing, Railroad, at its sole discretion, may or may not allow the switching of specific railcar numbers out of storage.

Hazmat combustible & flammable storage may require local authorities approval.",https://www.commtrex.com/railcar-storage/location/70.html,2026-02-10T02:12:25.419332
71,"Georgia Woodlands Railway, LLC","Washington, GA",Washington,GA,CSX,120 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Short Line, Storage Yard","FILO, Ladder","Notwithstanding the foregoing, Railroad, at its sole discretion, may or may not allow the switching of specific railcar numbers out of storage.

Hazmat combustible & flammable storage may require local authorities approval.",https://www.commtrex.com/railcar-storage/location/71.html,2026-02-10T02:12:27.900012
49,Chattooga & Chickamauga Railway,"Lafayette, GA",Lafayette,GA,NS,540 total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/49.html,2026-02-10T02:12:30.361065
54,Valdosta Railway,"Clyattville, GA",Clyattville,GA,"CSX, NS",10 total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/54.html,2026-02-10T02:12:32.799703
56,Chattahoochee Industrial Railroad,"Cedar Springs, GA",Cedar Springs,GA,CSX,10 total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/56.html,2026-02-10T02:12:35.224890
232,"Georgia Northeastern Railroad Co., Inc.","Marietta, GA",Marietta,GA,CSX,75 total spaces,Yes,Cherry Picking,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/232.html,2026-02-10T02:12:37.716332
233,Georgia Southern (GS),"Fort Valley, GA",Fort Valley,GA,NS,150 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair","Repair Shop, Short Line",none provided,Multiple connections with the NS for both single car and unit train storage needs.,https://www.commtrex.com/railcar-storage/location/233.html,2026-02-10T02:12:40.210483
350,"Georgia Central Railway, L.P.","Lyons, GA",Lyons,GA,"CSX, NS",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/350.html,2026-02-10T02:12:42.674581
352,Golden Isles Terminal Railroad,"Brunswick, GA",Brunswick,GA,"CSX, NS",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/352.html,2026-02-10T02:12:45.168986
414,"Madison, Georgia","Madison, GA",Madison,GA,NS,"2,500 total spaces",Yes,"Cherry Picking, Railcar Maintenance, Stripe Aligning","Plant/Mining Site, Short Line, Storage Yard",FILO,,https://www.commtrex.com/railcar-storage/location/414.html,2026-02-10T02:12:47.592874
415,"Valdosta, Georgia","Valdosta, GA",Valdosta,GA,NS,150 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Stripe Aligning","Plant/Mining Site, Short Line, Storage Yard",FILO,,https://www.commtrex.com/railcar-storage/location/415.html,2026-02-10T02:12:50.041977
475,St. Mary's Railway West LLC,"Waresboro, GA",Waresboro,GA,CSX,"1,350 total spaces",Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair","Repair Shop, Short Line, Storage Yard","FILO, Ladder","St. Mary’s Railway West LLC.(SMW) is a privately owned and operated Class III Short Line Railroad, located in the Heart of South East Georgia, servicing customers from all over the United States and Canada by providing safe storage for idle and/or under-utilized railcars and locomotives. 

St. Mary’s Railway West's close proximity to the ""CSX Rice Yard” in Waycross, GA, one of the largest CSX Classification Hump Yards, provides easy access to our railcar storage facility. (6.5 miles from Rice Classification Yard)",https://www.commtrex.com/railcar-storage/location/475.html,2026-02-10T02:12:52.503164
248,Keokuk Junction Railway (KJRY),"Keokuk, IA",Keokuk,IA,"BNSF, CN, NS, UP",800 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair","Repair Shop, Short Line",none provided,Multiple Class I connections make for a great strategic location to store railcars in the middle of the US.,https://www.commtrex.com/railcar-storage/location/248.html,2026-02-10T02:12:55.084820
28,"Manley, Iowa","Manley, IA",Manley,IA,UP,700 total spaces,No,none provided,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/28.html,2026-02-10T02:12:57.503262
709,Cedar Rapids & Iowa City Railroad,"Cedar Rapids, IA",Cedar Rapids,IA,"CN, UP",400 total spaces,No,none provided,Short Line,FILO,"Centrally located in the Midwest. Connections to and from all Class 1 Railroads. Direct connections with CN and UP, in addition to the IANR and IAIS in Cedar Rapids, through which we can connect to the other Class I Railroads.",https://www.commtrex.com/railcar-storage/location/709.html,2026-02-10T02:12:59.987682
708,Great Northwest Railroad,"Lewiston, ID",Lewiston,ID,"BNSF, UP",592 total spaces,Yes,"Cherry Picking, Railcar Maintenance","Short Line, Storage Yard",Ladder,"Class I Interchange Points 
BNSF @ Ayer, WA
UP @ Ayer, WA.",https://www.commtrex.com/railcar-storage/location/708.html,2026-02-10T02:13:02.526942
715,Boise Valley Railroad,"Nampa, ID",Nampa,ID,UP,456 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard",Ladder,"Class I Interchange Point
UP @ Nampa, ID",https://www.commtrex.com/railcar-storage/location/715.html,2026-02-10T02:13:05.001506
721,Eastern Idaho Railroad,"Twin Falls, ID",Twin Falls,ID,UP,620 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard","FILO, Ladder","Class I Interchange Points
UP @ Minidoka, ID
UP @ Idaho Falls, ID",https://www.commtrex.com/railcar-storage/location/721.html,2026-02-10T02:13:07.477635
83,Idaho Northern and Pacific Railroad,"Emmett, ID",Emmett,ID,UP,450 total spaces,Yes,none provided,Short Line,none provided,Loaded hazmat will be decided on a case by case basis.  Empty hazmat is acceptable.,https://www.commtrex.com/railcar-storage/location/83.html,2026-02-10T02:13:09.926940
172,Manufacturer's Junction Railway,"Cicero, IL",Cicero,IL,"BNSF, CN, CSX, NS, UP",220 total spaces,Yes,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/172.html,2026-02-10T02:13:12.386250
307,Vandalia Railroad (VRRC),"Vandalia, IL",Vandalia,IL,CSX,135 total spaces,Yes,Cherry Picking,Short Line,none provided,"Perfect location for unit train storage, centrally located off the CSXT.",https://www.commtrex.com/railcar-storage/location/307.html,2026-02-10T02:13:14.861698
226,Pioneer Industrial Railway,"Peoria, IL",Peoria,IL,CN,300 total spaces,Yes,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/226.html,2026-02-10T02:13:17.387512
73,"Illinois Railway, LLC","Ottawa, IL",Ottawa,IL,"BNSF, CN, CP, CSX, NS",500 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Recertification","Short Line, Storage Yard","FILO, Ladder","Currently only storage subdivision is with BNSF interchange.

Notwithstanding the foregoing, Railroad, at its sole discretion, may or may not allow the switching of specific railcar numbers out of storage.

Hazmat combustible & flammable storage may require local authorities approval.",https://www.commtrex.com/railcar-storage/location/73.html,2026-02-10T02:13:19.787930
68,"Chicago Rail Link, LLC","Chicago, IL",Chicago,IL,"BNSF, CN, CP, CSX, KCS, NS, UP",300 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Short Line, Storage Yard","FILO, Ladder","Also interchange with Iowa Interstate short line.

Notwithstanding the foregoing, Railroad, at its sole discretion, may or may not allow the switching of specific railcar numbers out of storage.

Hazmat combustible & flammable storage may require local authorities approval.",https://www.commtrex.com/railcar-storage/location/68.html,2026-02-10T02:13:22.241422
518,Milano Railway Logistics,"Mount Vernon, IL",Mount Vernon,IL,"BNSF, CSX, NS, UP",50 total spaces,No,"Cherry Picking, Railcar Maintenance, Railcar Repair","Repair Shop, Short Line, Storage Yard",Ladder,"Milano recently completed a rail expansion for 70 cars and an interchange between the NS, UP, and EVWR railroads.",https://www.commtrex.com/railcar-storage/location/518.html,2026-02-10T02:13:24.936693
394,"Litchfield, IL","Litchfield, IL",Litchfield,IL,BNSF,50 total spaces,No,Cherry Picking,"Plant/Mining Site, Storage Yard",FILO,,https://www.commtrex.com/railcar-storage/location/394.html,2026-02-10T02:13:27.430151
492,"Railco Repair, Marion Illinois","Carterville il, IL",Carterville il,IL,"BNSF, UP",100 total spaces,No,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Repair Shop, Storage Yard",Ladder,"Railco Repair is a full service repair location specializing in PD hoppers and general hopper, our customers are ADM, Evonik, Mid West Rail - Wells Fargo - Ari-Razdata amoungst others",https://www.commtrex.com/railcar-storage/location/492.html,2026-02-10T02:13:29.892357
493,Herrin Railroad,"Carterville, IL",Carterville,IL,BNSF,800 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Stripe Aligning","Short Line, Storage Yard","FILO, Ladder",,https://www.commtrex.com/railcar-storage/location/493.html,2026-02-10T02:13:32.410462
358,"Illinois & Midland Railroad, Inc.","Springfield, IL",Springfield,IL,"BNSF, CN, NS, KCS, UP","1,100 total spaces",No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/358.html,2026-02-10T02:13:34.970994
718,Decatur & Eastern Illinois Railroad,"Decatur, IL",Decatur,IL,"CN, CSX, NS, UP","1,161 total spaces",Yes,Cherry Picking,"Short Line, Storage Yard","FILO, Ladder","Class I Interchange Points
CN @ Decatur, IL
CSXT @ Terre Haute, IN
NS @ Decatur, IL
UP @ Tuscola, IL",https://www.commtrex.com/railcar-storage/location/718.html,2026-02-10T02:13:37.543787
716,Wood River Terminal,"Wood River, IL",Wood River,IL,"CSX, KCS, NS, UP",475 total spaces,Yes,Cherry Picking,Storage Yard,Ladder,"Class I Interchange Points
CSXT @ Wood River, IL (via NS)
KCS @ Wood River, IL
NS @ Wood River, IL
UP @ Wood River, IL",https://www.commtrex.com/railcar-storage/location/716.html,2026-02-10T02:13:40.063013
724,Elwood Joliet & Southern Railroad,"Crest Hill, IL",Crest Hill,IL,CN,500 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair","Short Line, Storage Yard",Ladder,"Class I Interchange Point
CN @ Phoenix, IL",https://www.commtrex.com/railcar-storage/location/724.html,2026-02-10T02:13:42.454974
